Designator,Mid X,Mid Y,Rotation,Layer
C1,111.77,-118.4175,270.0,top
C2,106.16,-118.44,90.0,top
D1,103.92,-118.47,270.0,top
J1,91.465,-117.48,0.0,bottom
J11,100.170063,-117.482986,270.0,top
J2,115.98,-115.555,90.0,top
J3,116.4,-105.185,0.0,top
J4,107.79,-109.955,0.0,top
J5,108.2,-96.1875,0.0,bottom
SW1,115.435,-125.89,0.0,top
SW2,105.91,-125.89,0.0,top
U1,108.92,-118.42,180.0,top
